,userId,date,window,desc,data,explanation,Algorithm,mID,explain_id,imdbClicked,explain_rate
83,225,2020-04-20T18:56:34,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:141:6:0:5,12% of the users who liked the same movies that you liked, MF,141,6,0,5
84,225,2020-04-20T18:56:34,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:141:5:0:5,"You liked ""Eternal Sunshine of the Spotless Mind"". Other users who liked Eternal Sunshine of the Spotless Mind", MF,141,5,0,5
86,225,2020-04-20T18:56:41,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:1422:2:0:5,"This movie is similar to ""Inception""- a movie that you liked. Both feature Leonardo DiCaprio as an actor. Both are of the genre thriller.", MF,1422,2,0,5
87,225,2020-04-20T18:56:41,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:1422:5:0:5,"You liked ""The Dark Knight"". Other users who liked The Dark Knight", MF,1422,5,0,5
88,225,2020-04-20T18:56:41,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:1422:6:0:5,16% of the users who liked the same movies that you liked, MF,1422,6,0,5
89,225,2020-04-20T18:56:41,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:1422:7:0:5,Our system predicts that this movie is a good match for you., MF,1422,7,0,5
61,226,2020-04-20T19:04:18,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:10314:7:0:3,Our system predicts that this movie is a good match for you., AE,10314,7,0,3
63,226,2020-04-20T19:04:43,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:1824:6:0:5,22% of the users who liked the same movies that you liked, AE,1824,6,0,5
64,226,2020-04-20T19:04:43,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:1824:7:0:5,Our system predicts that this movie is a good match for you., AE,1824,7,0,5
66,226,2020-04-20T19:04:59,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:11137:2:0:5,"This movie is similar to ""10 Things I Hate About You""- a movie that you liked. Both feature Julia Stiles as an actor. Both are of the genres romance and comedy.", MF,11137,2,0,5
67,226,2020-04-20T19:04:59,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:11137:7:0:3,Our system predicts that this movie is a good match for you., MF,11137,7,0,3
69,226,2020-04-20T19:05:32,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:10735:7:0:5,Our system predicts that this movie is a good match for you., MF,10735,7,0,5
60,229,2020-04-20T19:13:44,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:8966:3:0:1,Both Kristen Stewart, AE,8966,3,0,1
61,229,2020-04-20T19:13:44,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:8966:7:0:5,Our system predicts that this movie is a good match for you., AE,8966,7,0,5
62,229,2020-04-20T19:13:44,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:8966:6:0:3,12% of the users who liked the same movies that you liked, AE,8966,6,0,3
63,229,2020-04-20T19:13:44,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:8966:2:0:4,"This movie is similar to ""The Twilight Saga: Eclipse""- a movie that you liked. Both feature Kristen Stewart", AE,8966,2,0,4
64,229,2020-04-20T19:13:44,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:8966:4:0:4,"This movie has a similar description to ""The Twilight Saga: Eclipse"" - a movie that you liked", AE,8966,4,0,4
65,229,2020-04-20T19:13:44,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:8966:5:0:4,"You liked ""The Twilight Saga: Eclipse"". Other users who liked The Twilight Saga: Eclipse", AE,8966,5,0,4
67,229,2020-04-20T19:14:05,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:18239:3:0:1,Both Kristen Stewart, AE,18239,3,0,1
68,229,2020-04-20T19:14:05,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:18239:4:0:4,"This movie has a similar description to ""The Twilight Saga: Breaking Dawn - Part 1"" - a movie that you liked", AE,18239,4,0,4
69,229,2020-04-20T19:14:05,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:18239:5:0:3,"You liked ""The Twilight Saga: Eclipse"". Other users who liked The Twilight Saga: Eclipse", AE,18239,5,0,3
70,229,2020-04-20T19:14:05,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:18239:7:0:4,Our system predicts that this movie is a good match for you., AE,18239,7,0,4
71,229,2020-04-20T19:14:05,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:18239:2:0:3,"This movie is similar to ""The Twilight Saga: Eclipse""- a movie that you liked. Both feature Kristen Stewart", AE,18239,2,0,3
73,229,2020-04-20T19:14:20,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:673:2:0:4,"This movie is similar to ""Harry Potter and the Philosopher's Stone""- a movie that you liked. Both feature Rupert Grint", AE,673,2,0,4
74,229,2020-04-20T19:14:20,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:673:7:0:5,Our system predicts that this movie is a good match for you., AE,673,7,0,5
75,229,2020-04-20T19:14:20,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:673:5:0:4,"You liked ""Harry Potter and the Goblet of Fire"". Other users who liked Harry Potter and the Goblet of Fire", AE,673,5,0,4
76,229,2020-04-20T19:14:20,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:673:4:0:3,"This movie has a similar description to ""Harry Potter and the Chamber of Secrets"" - a movie that you liked", AE,673,4,0,3
77,229,2020-04-20T19:14:20,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:673:6:0:4,94% of the users who liked the same movies that you liked, AE,673,6,0,4
78,229,2020-04-20T19:14:20,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:673:3:0:5,Both Rupert Grint, AE,673,3,0,5
82,229,2020-04-20T19:14:51,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:20048:7:0:4,Our system predicts that this movie is a good match for you., MF,20048,7,0,4
59,232,2020-04-20T19:21:03,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:745:5:0:2,"You liked ""American Beauty"". Other users who liked American Beauty", AE,745,5,0,2
60,232,2020-04-20T19:21:03,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:745:7:0:3,Our system predicts that this movie is a good match for you., AE,745,7,0,3
59,233,2020-04-20T19:20:28,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:120:4:0:5,"This movie has a similar description to ""The Hobbit: The Desolation of Smaug"" - a movie that you liked", AE,120,4,0,5
60,233,2020-04-20T19:20:28,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:120:6:0:4,42% of the users who liked the same movies that you liked, AE,120,6,0,4
61,233,2020-04-20T19:20:28,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:120:2:0:4,"This movie is similar to ""The Hobbit: The Desolation of Smaug""- a movie that you liked. Both feature Ian McKellen as an actor. Both are of the genres fantasy and adventure. Both have the same director Peter Jackson.", AE,120,2,0,4
62,233,2020-04-20T19:20:28,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:120:5:0:4,"You liked ""Inception"". Other users who liked Inception", AE,120,5,0,4
63,233,2020-04-20T19:20:28,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:120:7:0:4,Our system predicts that this movie is a good match for you., AE,120,7,0,4
64,233,2020-04-20T19:20:28,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:120:1:0:5,This movie is very popular, AE,120,1,0,5
66,233,2020-04-20T19:28:37,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:122:1:0:3,This movie is very popular, AE,122,1,0,3
67,233,2020-04-20T19:28:37,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:122:6:0:5,46% of the users who liked the same movies that you liked, AE,122,6,0,5
68,233,2020-04-20T19:28:37,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:122:4:0:5,"This movie has a similar description to ""The Hobbit: The Desolation of Smaug"" - a movie that you liked", AE,122,4,0,5
69,233,2020-04-20T19:28:37,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:122:2:0:1,"This movie is similar to ""The Hobbit: The Desolation of Smaug""- a movie that you liked. Both feature Ian McKellen as an actor. Both are of the genres fantasy and adventure. Both have the same director Peter Jackson.", AE,122,2,0,1
70,233,2020-04-20T19:28:37,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:122:5:0:4,"You liked ""Inception"". Other users who liked Inception", AE,122,5,0,4
71,233,2020-04-20T19:28:37,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:122:7:0:1,Our system predicts that this movie is a good match for you., AE,122,7,0,1
75,233,2020-04-20T19:29:45,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:76341:2:0:5,"This movie is similar to ""Inception""- a movie that you liked. Both feature Tom Hardy as an actor. Both are of the genre action.", MF,76341,2,0,5
76,233,2020-04-20T19:29:45,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:76341:5:0:3,"You liked ""Deadpool"". Other users who liked Deadpool", MF,76341,5,0,3
77,233,2020-04-20T19:29:45,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:76341:7:0:1,Our system predicts that this movie is a good match for you., MF,76341,7,0,1
58,234,2020-04-20T19:20:24,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:8835:2:0:5,"This movie is similar to ""Sweet Home Alabama""- a movie that you liked. Both feature Reese Witherspoon as an actor. Both are of the genre comedy.", AE,8835,2,0,5
59,234,2020-04-20T19:20:24,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:8835:7:0:5,Our system predicts that this movie is a good match for you., AE,8835,7,0,5
60,234,2020-04-20T19:20:24,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:8835:6:0:4,16% of the users who liked the same movies that you liked, AE,8835,6,0,4
62,234,2020-04-20T19:20:33,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:11036:7:0:4,Our system predicts that this movie is a good match for you., AE,11036,7,0,4
65,234,2020-04-20T19:20:44,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:9762:7:0:5,Our system predicts that this movie is a good match for you., MF,9762,7,0,5
58,235,2020-04-20T19:24:30,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:77:5:0:4,"You liked ""Fight Club"". Other users who liked Fight Club", AE,77,5,0,4
59,235,2020-04-20T19:24:30,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:77:4:0:4,"This movie has a similar description to ""Eternal Sunshine of the Spotless Mind"" - a movie that you liked", AE,77,4,0,4
60,235,2020-04-20T19:24:30,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:77:1:0:2,This movie is very popular, AE,77,1,0,2
61,235,2020-04-20T19:24:30,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:77:7:0:4,Our system predicts that this movie is a good match for you., AE,77,7,0,4
62,235,2020-04-20T19:24:30,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:77:2:0:4,"This movie is similar to ""Inception""- a movie that you liked.  Both are of the genre thriller. Both have the same director Christopher Nolan.", AE,77,2,0,4
64,235,2020-04-20T19:25:12,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:157336:1:0:2,This movie is very popular, AE,157336,1,0,2
65,235,2020-04-20T19:25:12,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:157336:6:0:2,14% of the users who liked the same movies that you liked, AE,157336,6,0,2
66,235,2020-04-20T19:25:12,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:157336:7:0:4,Our system predicts that this movie is a good match for you., AE,157336,7,0,4
67,235,2020-04-20T19:25:12,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:157336:5:0:4,"You liked ""Django Unchained"". Other users who liked Django Unchained", AE,157336,5,0,4
68,235,2020-04-20T19:25:12,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:157336:2:0:4,"This movie is similar to ""The Dark Knight""- a movie that you liked. Both feature Michael Caine as an actor. Both are of the genre drama. Both have the same director Christopher Nolan.", AE,157336,2,0,4
70,235,2020-04-20T19:25:49,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:603:7:0:4,Our system predicts that this movie is a good match for you., AE,603,7,0,4
71,235,2020-04-20T19:25:49,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:603:5:0:4,"You liked ""The Lord of the Rings: The Fellowship of the Ring"". Other users who liked The Lord of the Rings: The Fellowship of the Ring", AE,603,5,0,4
72,235,2020-04-20T19:25:49,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:603:1:0:2,This movie is very popular, AE,603,1,0,2
73,235,2020-04-20T19:25:49,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:603:6:0:4,60% of the users who liked the same movies that you liked, AE,603,6,0,4
75,235,2020-04-20T19:26:41,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:145197:7:0:4,Our system predicts that this movie is a good match for you., MF,145197,7,0,4
77,235,2020-04-20T19:26:54,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:291270:7:0:4,Our system predicts that this movie is a good match for you., MF,291270,7,0,4
79,235,2020-04-20T19:27:06,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:752:7:0:4,Our system predicts that this movie is a good match for you., MF,752,7,0,4
80,235,2020-04-20T19:27:06,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:752:5:0:4,"You liked ""The Dark Knight"". Other users who liked The Dark Knight", MF,752,5,0,4
58,238,2020-04-20T19:27:10,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:767:3:0:4,Both Rupert Grint, AE,767,3,0,4
59,238,2020-04-20T19:27:10,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:767:6:0:4,56% of the users who liked the same movies that you liked, AE,767,6,0,4
60,238,2020-04-20T19:27:10,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:767:4:0:4,"This movie has a similar description to ""Harry Potter and the Chamber of Secrets"" - a movie that you liked", AE,767,4,0,4
61,238,2020-04-20T19:27:10,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:767:7:0:5,Our system predicts that this movie is a good match for you., AE,767,7,0,5
62,238,2020-04-20T19:27:10,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:767:2:0:4,"This movie is similar to ""Harry Potter and the Deathly Hallows: Part 1""- a movie that you liked. Both feature Rupert Grint", AE,767,2,0,4
63,238,2020-04-20T19:27:10,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:767:5:0:4,"You liked ""Harry Potter and the Deathly Hallows: Part 1"". Other users who liked Harry Potter and the Deathly Hallows: Part 1", AE,767,5,0,4
65,238,2020-04-20T19:27:24,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:674:2:0:4,"This movie is similar to ""Harry Potter and the Deathly Hallows: Part 1""- a movie that you liked. Both feature Ralph Fiennes", AE,674,2,0,4
66,238,2020-04-20T19:27:24,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:674:6:0:4,56% of the users who liked the same movies that you liked, AE,674,6,0,4
67,238,2020-04-20T19:27:24,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:674:3:0:4,Both Rupert Grint, AE,674,3,0,4
68,238,2020-04-20T19:27:24,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:674:4:0:4,"This movie has a similar description to ""Harry Potter and the Deathly Hallows: Part 1"" - a movie that you liked", AE,674,4,0,4
69,238,2020-04-20T19:27:24,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:674:7:0:5,Our system predicts that this movie is a good match for you., AE,674,7,0,5
70,238,2020-04-20T19:27:24,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:674:5:0:4,"You liked ""Harry Potter and the Prisoner of Azkaban"". Other users who liked Harry Potter and the Prisoner of Azkaban", AE,674,5,0,4
72,238,2020-04-20T19:27:37,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:671:3:0:4,Both Rupert Grint, AE,671,3,0,4
73,238,2020-04-20T19:27:37,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:671:2:0:4,"This movie is similar to ""Harry Potter and the Chamber of Secrets""- a movie that you liked. Both feature Emma Watson", AE,671,2,0,4
74,238,2020-04-20T19:27:37,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:671:7:0:5,Our system predicts that this movie is a good match for you., AE,671,7,0,5
75,238,2020-04-20T19:27:37,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:671:4:0:4,"This movie has a similar description to ""Harry Potter and the Chamber of Secrets"" - a movie that you liked", AE,671,4,0,4
76,238,2020-04-20T19:27:37,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:671:6:0:4,50% of the users who liked the same movies that you liked, AE,671,6,0,4
77,238,2020-04-20T19:27:37,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:671:5:0:4,"You liked ""Harry Potter and the Chamber of Secrets"". Other users who liked Harry Potter and the Chamber of Secrets", AE,671,5,0,4
79,238,2020-04-20T19:28:13,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:10229:7:0:3,Our system predicts that this movie is a good match for you., MF,10229,7,0,3
58,239,2020-04-20T19:31:17,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:508:3:0:5,Hugh Grant plays in this movie, AE,508,3,0,5
59,239,2020-04-20T19:31:17,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:508:2:0:4,"This movie is similar to ""Notting Hill""- a movie that you liked. Both feature Hugh Grant as an actor. Both are of the genres romance and comedy.", AE,508,2,0,4
60,239,2020-04-20T19:31:17,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:508:7:0:3,Our system predicts that this movie is a good match for you., AE,508,7,0,3
62,239,2020-04-20T19:31:32,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:2018:7:0:3,Our system predicts that this movie is a good match for you., AE,2018,7,0,3
64,239,2020-04-20T19:32:06,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:2064:5:0:4,"You liked ""Clueless"". Other users who liked Clueless", AE,2064,5,0,4
65,239,2020-04-20T19:32:06,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:2064:7:0:3,Our system predicts that this movie is a good match for you., AE,2064,7,0,3
67,239,2020-04-20T19:32:18,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:11247:7:0:3,Our system predicts that this movie is a good match for you., MF,11247,7,0,3
69,239,2020-04-20T19:32:34,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:10229:7:0:3,Our system predicts that this movie is a good match for you., MF,10229,7,0,3
71,239,2020-04-20T19:32:51,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:11529:7:0:3,Our system predicts that this movie is a good match for you., MF,11529,7,0,3
72,239,2020-04-20T19:32:51,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:11529:2:0:4,"This movie is similar to ""Legally Blonde""- a movie that you liked. Both feature Reese Witherspoon as an actor.", MF,11529,2,0,4
59,252,2020-04-20T20:34:02,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:1588:7:0:2,Our system predicts that this movie is a good match for you., AE,1588,7,0,2
61,252,2020-04-20T20:34:18,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:1493:5:0:5,"You liked ""Legally Blonde"". Other users who liked Legally Blonde", AE,1493,5,0,5
62,252,2020-04-20T20:34:18,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:1493:7:0:1,Our system predicts that this movie is a good match for you., AE,1493,7,0,1
66,252,2020-04-20T20:35:07,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:11529:7:0:1,Our system predicts that this movie is a good match for you., MF,11529,7,0,1
67,252,2020-04-20T20:35:07,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:11529:2:0:5,"This movie is similar to ""Legally Blonde""- a movie that you liked. Both feature Reese Witherspoon as an actor.", MF,11529,2,0,5
59,258,2020-04-20T21:07:58,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:27205:2:0:5,"This movie is similar to ""Titanic""- a movie that you liked. Both feature Leonardo DiCaprio as an actor.", AE,27205,2,0,5
60,258,2020-04-20T21:07:58,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:27205:7:0:5,Our system predicts that this movie is a good match for you., AE,27205,7,0,5
61,258,2020-04-20T21:07:58,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:27205:1:0:5,This movie is very popular, AE,27205,1,0,5
63,258,2020-04-20T21:08:19,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:603:1:0:5,This movie is very popular, AE,603,1,0,5
64,258,2020-04-20T21:08:19,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:603:7:0:5,Our system predicts that this movie is a good match for you., AE,603,7,0,5
65,258,2020-04-20T21:08:19,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:603:5:0:5,"You liked ""Men in Black"". Other users who liked Men in Black", AE,603,5,0,5
66,258,2020-04-20T21:08:19,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:603:4:0:5,"This movie has a similar description to ""Terminator 3: Rise of the Machines"" - a movie that you liked", AE,603,4,0,5
68,258,2020-04-20T21:08:56,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:16996:7:0:5,Our system predicts that this movie is a good match for you., MF,16996,7,0,5
70,258,2020-04-20T21:09:04,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:11247:7:0:5,Our system predicts that this movie is a good match for you., MF,11247,7,0,5
72,258,2020-04-20T21:09:11,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:24021:7:0:5,Our system predicts that this movie is a good match for you., MF,24021,7,0,5
58,261,2020-04-20T21:26:10,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12445:6:0:1,70% of the users who liked the same movies that you liked, AE,12445,6,0,1
59,261,2020-04-20T21:26:10,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12445:3:0:1,Both Rupert Grint, AE,12445,3,0,1
60,261,2020-04-20T21:26:10,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12445:2:0:5,"This movie is similar to ""Harry Potter and the Chamber of Secrets""- a movie that you liked. Both feature Alan Rickman", AE,12445,2,0,5
61,261,2020-04-20T21:26:10,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12445:1:0:5,This movie is very popular, AE,12445,1,0,5
62,261,2020-04-20T21:26:10,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12445:7:0:1,Our system predicts that this movie is a good match for you., AE,12445,7,0,1
63,261,2020-04-20T21:26:10,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12445:5:0:1,"You liked ""Harry Potter and the Deathly Hallows: Part 1"". Other users who liked Harry Potter and the Deathly Hallows: Part 1", AE,12445,5,0,1
64,261,2020-04-20T21:26:10,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12445:4:0:3,"This movie has a similar description to ""Harry Potter and the Goblet of Fire"" - a movie that you liked", AE,12445,4,0,3
66,261,2020-04-20T21:27:41,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:767:6:0:1,88% of the users who liked the same movies that you liked, AE,767,6,0,1
67,261,2020-04-20T21:27:41,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:767:7:0:2,Our system predicts that this movie is a good match for you., AE,767,7,0,2
68,261,2020-04-20T21:27:41,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:767:4:0:1,"This movie has a similar description to ""Harry Potter and the Goblet of Fire"" - a movie that you liked", AE,767,4,0,1
69,261,2020-04-20T21:27:41,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:767:5:0:1,"You liked ""Harry Potter and the Deathly Hallows: Part 1"". Other users who liked Harry Potter and the Deathly Hallows: Part 1", AE,767,5,0,1
70,261,2020-04-20T21:27:41,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:767:3:0:3,Both Rupert Grint, AE,767,3,0,3
71,261,2020-04-20T21:27:41,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:767:2:0:5,"This movie is similar to ""Harry Potter and the Philosopher's Stone""- a movie that you liked. Both feature Rupert Grint", AE,767,2,0,5
73,261,2020-04-20T21:29:06,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:675:2:0:4,"This movie is similar to ""Harry Potter and the Goblet of Fire""- a movie that you liked. Both feature Ralph Fiennes", AE,675,2,0,4
74,261,2020-04-20T21:29:06,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:675:7:0:1,Our system predicts that this movie is a good match for you., AE,675,7,0,1
75,261,2020-04-20T21:29:06,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:675:4:0:1,"This movie has a similar description to ""Harry Potter and the Chamber of Secrets"" - a movie that you liked", AE,675,4,0,1
76,261,2020-04-20T21:29:06,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:675:6:0:3,72% of the users who liked the same movies that you liked, AE,675,6,0,3
77,261,2020-04-20T21:29:06,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:675:5:0:1,"You liked ""Harry Potter and the Goblet of Fire"". Other users who liked Harry Potter and the Goblet of Fire", AE,675,5,0,1
78,261,2020-04-20T21:29:06,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:675:3:0:3,Both Ralph Fiennes, AE,675,3,0,3
80,261,2020-04-20T21:29:56,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:18239:3:0:3,Both Kristen Stewart, MF,18239,3,0,3
81,261,2020-04-20T21:29:56,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:18239:4:0:5,"This movie has a similar description to ""The Twilight Saga: Breaking Dawn - Part 1"" - a movie that you liked", MF,18239,4,0,5
82,261,2020-04-20T21:29:56,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:18239:2:0:1,"This movie is similar to ""The Twilight Saga: Eclipse""- a movie that you liked. Both feature Kristen Stewart", MF,18239,2,0,1
83,261,2020-04-20T21:29:56,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:18239:7:0:1,Our system predicts that this movie is a good match for you., MF,18239,7,0,1
